"13b(H),17a(H)-20R-Diacholestane",,0.104,U,,,,,,
"13b(H),17a(H)-20S-Methyldiacholestane",,0.104,U,,,,,,
"14a(H),17a(H)-20S-Cholestane",,0.104,U,,,,,,
"14b(H),17b(H)-20R-Cholestane",,0.104,U,,,,,,
"14b(H),17b(H)-20S-Cholestane",,0.104,U,,,,,,
"14a(H),17a(H)-20S-methylcholestane",,0.104,U,,,,,,
"14b(H),17b(H)-20R-Methylcholestane",,0.104,U,,,,,,
"14b(H),17b(H)-20S-Methylcholestane",,0.104,U,,,,,,
"14a(H),17a(H)-20R-methylcholestane ",,0.104,U,,,,,,
"14a(H),17a(H)-20S-Ethylcholestane",,0.104,U,,,,,,
"14b(H),17b(H)-20R-Ethylcholestane",,0.104,U,,,,,,
"14b(H),17b(H)-20S-Ethylcholestane",,0.104,U,,,,,,
"14a(H),17a(H)-20R-Ethylcholestane",,0.104,U,,,,,,
C23 Tricyclic Terpane,,0.290,U,,,,,,
C24 Tricyclic Terpane ,,0.290,U,,,,,,
C25 Tricyclic Terpane,,0.290,U,,,,,,
C24 Tetracyclic Terpane,,0.290,U,,,,,,
C26 Tricyclic Terpane-22S,,0.290,U,,,,,,
C26 Tricyclic Terpane-22R,,0.290,U,,,,,,
C28 Tricyclic Terpane-22S,,0.290,U,,,,,,
C28 Tricyclic Terpane-22R,,0.290,U,,,,,,
C29 Tricyclic Terpane-22S,,0.290,U,,,,,,
C29 Tricyclic Terpane-22R,,0.290,U,,,,,,
"Ts-18a(H),21b(H)-22,29,30-Trisnorhopane",,0.290,U,,,,,,
"Tm-17a(H),21b(H)-22,29,30-Trisnorhopane",,0.290,U,,,,,,
"17a(H),21b(H)-28,30-Bisnorhopane",,0.290,U,,,,,,
"17a(H),21b(H)-25-Norhopane",,0.290,U,,,,,,
30-Norhopane,,0.290,U,,,,,,
"18a(H),21b(H)-30-Norneohopane (C29Ts)",,0.290,U,,,,,,
17a(H)-Diahopane,,0.290,U,,,,,,
30-Normoretane,,0.290,U,,,,,,
18a(H) & 18b(H)-Oleananes,,0.290,U,,,,,,
"17a(H),21b(H)-hopane",,0.290,U,,,,,,
"17b(H),21a(H)-hopane (moretane)",,0.290,U,,,,,,
30-Homohopane-22S,,0.290,U,,,,,,
30-Homohopane-22R,,0.290,U,,,,,,
"30,31-Bishomohopane-22S",,0.290,U,,,,,,
"30,31-Bishomohopane-22R",,0.290,U,,,,,,
"30,31,32-Trishomohopane-22S",,0.290,U,,,,,,
"30,31,32-Trishomohopane-22R",,0.290,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22S",,0.290,U,,,,,,
"30,31,32,33-Tetrakishomohopane-22R",,0.290,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22S",,0.290,U,,,,,,
"30,31,32,33,34-Pentakishomohopane-22R",,0.290,U,,,,,,
Priority Pollutant PAH,,1724.280,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Surrogate Recoveries (%),,,,,,,,,
,,,,,,,,,
Naphthalene-d8,,85,,,,,,,
Acenaphthene-d10,,89,,,,,,,
Phenanthrene-d10,,95,,,,,,,
Benzo(a)pyrene-d12,,95,,,,,,,
5b(H)-Cholane,,101,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
